英文,中文 (繁體),"FOOD IS MEDICINE

PINEAPPLE

JOINTS

CARROT

EYES

KIDNEY BEANS

KIDNEY

GRAPES

LUNGS

GINGER

STOMACH

SWEET POTATO

PANCREAS

AVOCADO

UTERUS

BEETROOT

LIVER

CITRUS

BREAST

WALNUT

BRAIN

TOMATO

HEART

POMEGRANATE

BLOOD","食物即良藥

鳳梨

關節

紅蘿蔔

眼睛

芸豆

腎臟

葡萄

肺

薑

胃

紅薯

胰髒

酪梨

子宮

甜菜根

肝臟

柑橘

胸部

核桃

大腦

番茄

心臟

石榴

血液"
英文,中文 (繁體),it's very decent,非常不錯
英文,中文 (繁體),"Men’s health concerns are often linked to biological factors, such as hormonal profiles, anatomy, and disease susceptibility, affecting all individuals with the Y chromosome across all gender identities. Men’s health is not just about you. It’s to be shared with the people around you.",男性健康問題通常與生理因素相關，例如荷爾蒙水平、解剖結構和疾病易感性，影響所有擁有Y染色體的個體，無論其性別認同如何。男性健康不僅關乎你自身，也需要與你周圍的人共同關注。
英文,中文 (繁體),Rolling A Tennis Ball Under Your Glutes Eases Sciatic Nerve Pain And Boosts Hip Mobility,網球按摩臀部可以緩解坐骨神經痛並提高髖關節活動度
英文,中文 (繁體),"Be delusional enough to believe that it's possible.
Be disciplined enough to prove yourself right.","要夠自欺欺人，相信這是可能的。

要夠自律，證明自己是對的。"
英文,中文 (繁體),trail and trial,試驗和試煉
英文,中文 (繁體),"Investment Lessons that we can learn from bagyong Tino:
Before buying your dream property, you must:
1. Assess the area’s soil quality (if its not prone to landslide)
2. Asssess if the area is not flood-prone
3. Assess if the area is not in fault-line
4. Do not be fooled by over-cheap price (coz this always means “no good”
5. Do not rush when buying properties. Due diligence is a must👌🏼","從颱風「蒂諾」中我們可以學到的投資教訓：

在購買夢想房產之前，您必須：

1. 評估該地區的土壤品質（是否容易發生山崩）

2. 評估該地區是否容易發生洪水

3. 評估該地區是否位於斷層線上

4. 不要被過低的價格所迷惑（因為這通常意味著「不好」）

5. 購買房產時不要操之過急。盡職調查至關重要👌🏼"
英文,中文 (繁體),"Remember: you’ve trained for this. You’ve done the miles. You’ve faced tough runs before. This is just another one—with a finish line waiting.
Pain is temporary. Crossing that line? That feeling lasts forever.","記住：你為此訓練過。你跑過無數英里。你以前也經歷過艱苦的奔跑。這不過是又一次——終點線在等著你。

痛苦是暫時的。跨過終點線的那一刻？那種感覺將會永存。"
英文,中文 (繁體),"The last miles of a race are when your legs get quiet—and your mind gets loud. Doubt creeps in, pain demands attention, and quitting starts to sound tempting.
This is where you switch from body to mind. Break it into tiny goals—next cone, next corner, next breath. Repeat your mantra, focus on form, eyes forward.","比賽的最後幾公里，你的雙腿會變得遲鈍，而你的思緒卻會變得紛亂。懷疑悄悄滋生，疼痛迫使你集中註意力，放棄的念頭也開始湧上心頭。

這時，你需要將注意力從身體轉移到精神。將比賽分解成一個小目標－下一個錐桶，下一個彎道，下次再呼吸。反覆默念你的口號，專注於你的跑姿，目光向前。"
英文,中文 (繁體),mantra,咒語
英文,中文 (繁體),stamina and dementia,耐力和癡呆
英文,中文 (繁體),involuntary,非自願
英文,中文 (繁體),invulnerable,無敵的
中文 (繁體),英文,無意識性的一部份， 脆弱性,"A part of unconsciousness, vulnerability"
英文,中文 (繁體),plagiarism,抄襲
法文,中文 (繁體),These strategies will help you grow endurance and stamina from scratch.,這些策略將幫助您從頭開始增強耐力和體力。
英文,中文 (繁體),cumbersome,繁瑣
英文,中文 (繁體),Runners: save time by training your glutes and hamstrings at the SAME time.,跑者：同時訓練臀肌和腿後肌來節省時間。
英文,中文 (繁體),Armageddon,世界末日
英文,中文 (繁體),you stoked to pace?,你興奮地踱步嗎？
英文,中文 (繁體),Time to crack the whip! Loving these short clips,是時候揮動鞭子了！超愛這些短片
英文,中文 (繁體),let's mosey like soon.,讓我們盡快閒逛吧。
法文,中文 (繁體),"Si jamais, prends ton temps.",如果有的話，請慢慢來。
英文,中文 (繁體),devastating,毀滅性的
英文,中文 (繁體),catastrophic ; collision ;,災難性的；碰撞 ;
英文,中文 (繁體),liabilities and asset,負債和資產
英文,中文 (繁體),"Brick by brick, polish by polish, grind by grind",一磚一瓦，一拋光一拋光，一研磨一研磨
英文,中文 (繁體),can I take a selfie with you,我可以跟你自拍嗎
日文,中文 (繁體),tonkatsu,豬排
英文,中文 (繁體),Skin in the Game,參與遊戲
英文,中文 (繁體),jeopardize,危害
英文,中文 (繁體),sabotage,破壞
英文,中文 (繁體),data crunch,數據緊縮
英文,中文 (繁體),manifesto,宣言
英文,中文 (繁體),"adversity, pitfall, setback",逆境、陷阱、挫折
英文,中文 (繁體),Cortisol,皮質醇
英文,中文 (繁體),make it count,讓它有意義
英文,中文 (繁體),downward spiral in personal life,個人生活陷入低谷
英文,中文 (繁體),unabridged,未刪節版
英文,中文 (繁體),it takes two to tango,一個巴掌拍不響
英文,中文 (繁體),synergy of both nature and nurture,先天與後天的協同作用
英文,中文 (繁體),"Take inventory of your tools and become familiar with them, just as you would friends and family. When appropriate, add additional features or provide more in-depth explanations, just like an expert.
If you are a runner, understand your body's limitations and how to train yourself better, for example, what to eat, sleep control, and running efficiency. If you are an engineer, try coding scripts to automate your work.","盤點您的工具並熟悉它們，就像您對待朋友和家人一樣。在適當的時候，添加附加功能或提供更深入的解釋，就像專家一樣。
如果你是跑者，了解自己身體的限制以及如何更好地訓練自己，例如吃什麼、睡眠控制和跑步效率。如果您是工程師，請嘗試編寫腳本來自動化您的工作。"
英文,中文 (繁體),"Take inventory of your tools and become familiar with them, like friends and family. When appropriate, add other features or provide deeper interpretation, like an expert.",盤點您的工具並熟悉它們，就像朋友和家人一樣。在適當的時候，添加其他功能或提供更深入的解釋，就像專家一樣。
英文,中文 (繁體),Clean up chores/errands/trivia / miscellaneous and record them to ensure they can be continued next time,清理家務/差事/瑣事/雜事並記錄下來，確保下次可以繼續
英文,中文 (繁體),i respectfully disagree,我不敢苟同
法文,英文,donner de la confiture aux cochons.,give jam to the pigs.
英文,中文 (繁體),Grow Your Calves,鍛鍊小腿肌肉
英文,中文 (繁體),it is a fuzzy request.,這是一個模糊請求。
英文,中文 (繁體),it is a fuzzy action,這是一個模糊的動作
中文 (繁體),英文,悲觀 樂觀,Pessimistic Optimistic
英文,中文 (繁體),"ideologies, inferiority",意識形態、自卑
英文,中文 (繁體),Dassehra and Deepawali,七夕節和排燈節
英文,中文 (繁體),"This is not a geeky science, but basic knowledge. It may come from your previous learning, training, and failure experiences.",這不是什麼高深的科學，而是基本的知識。它可能來自你以前的學習、訓練和失敗經驗。
英文,中文 (繁體),geeky Science,怪異科學
英文,中文 (繁體),"Contagious, CONTINGENCY,
contamination,containment","傳染性、偶然性、
污染、遏制"
英文,中文 (繁體),gear up,做好準備
偵測語言,英文,逆來順受,accept things as they come
英文,中文 (繁體),The harsh reality: dreams only become REAL when paired with relentless action.,殘酷的現實：夢想只有與不懈的行動結合才能成為現實。
偵測語言,中文 (繁體),nasty,可惡的
英文,中文 (繁體),TEDIOUS and stupid,無聊又愚蠢
英文,中文 (繁體),Contagious CONTINGENCY,傳染性意外事件
英文,中文 (繁體),contingency,意外事件
中文 (繁體),法文,我開始精神錯亂了，失去我的判斷,"Je commence à perdre la tête, à perdre mon jugement"
中文 (繁體),英文,我開始精神錯亂了，失去我的判斷,"I'm starting to lose my mind, losing my judgment"
中文 (繁體),英文,我想在開始下一步之前先結束這一切。我有很多積壓的清單。,I want to wrap this up before moving on to the next step. I have a huge backlog.
英文,中文 (繁體),i want to wrap this up before starting next step.,我想在開始下一步之前先結束這一切。
中文 (繁體),英文,抽筋,cramp
英文,中文 (繁體),My adrenal glands have been rising continuously over the past 24 hours and 1 month,我的腎上腺在過去24小時和1個月內持續升高
英文,中文 (繁體),crastination procrastination,拖延 拖延
英文,中文 (繁體),a cozy home,一個溫馨的家
英文,中文 (繁體),i scratch from here.,我從這裡開始。
英文,中文 (繁體),don't frown,別皺眉
英文,中文 (繁體),"In the end of day, what progress can we expect?",歸根結底，我們可以期待什麼進展？
英文,中文 (繁體),scratch that,從頭開始
英文,中文 (繁體),cranky and grumpy,脾氣暴躁
英文,中文 (繁體),by brute strength · work tenaciously with no fear of hardship,憑蠻力·頑強拼搏，不畏艱難
中文 (繁體),英文,我的任務只完成了三分之一,I'm only a third of the way done
英文,中文 (繁體),I'm just quarter through my task.,我的任務剛完成四分之一。
英文,中文 (繁體),I'm just halfway through my task.,我的任務剛完成一半。
偵測語言,中文 (繁體),"disposable, dispensable  and replaceable",一次性的，可替代的和可更換的
英文,中文 (繁體),tedious trivia,無聊的瑣事
英文,中文 (繁體),"transform into a tangible result, Repeat by Repeat.",轉化為有形的結果，不斷重複。
英文,中文 (繁體),transform into a tangible result.,轉化為實實在在的成果。
英文,中文 (繁體),"derail me,sidetrack me",使我脫軌，使我偏離軌道
英文,中文 (繁體),"Discipline is sacrificing what you want, for what you want the most",紀律就是為了你最想要的東西而犧牲你想要的東西
中文 (繁體),英文,我可以合理推測接下來股市會下降，甚至衰退。,"I can reasonably speculate that the stock market will then decline, or even recession."
英文,中文 (繁體),I am skilled b/c I worked at this,我很熟練，因為我曾經在這工作過
英文,中文 (繁體),I'm just halfway through,我剛完成一半
法文,英文,Troubles endocriniens causés par une pression de travail élevée,Endocrine disorders caused by high work pressure
英文,中文 (繁體),Endocrine disorders caused by high work pressure,工作壓力大導致內分泌失調
英文,中文 (繁體),This ticket is just for formality!,這張票只是為了形式而已！
英文,中文 (繁體),Practical experience and pragmatic spirit,實務經驗與務實精神
英文,中文 (繁體),My mind just blanked out.,我的大腦一片空白。
中文 (繁體),英文,不要用你大膽的假設來質疑我,Don't question me with your bold assumptions
中文 (繁體),英文,胎面花紋不足是危險的,Insufficient tread pattern is dangerous
英文,中文 (繁體),it is kind of mind-twisting when you stuck with many brainworks.,當你陷入許多腦力勞動時，這有點令人費解。
中文 (繁體),英文,這不只代表一個問題可能有50個變數，而是50個變數彼此之間相互牽扯。,"This doesn’t just mean that a problem may have 50 variables, but that 50 variables are intertwined with each other."
英文,中文 (繁體),"retaliation
staples
kickback
abide
harassment
intimidate
hostile
subordinate
refurbish","報復
訂書釘
回扣
遵守
騷擾
威嚇
敵對的
下屬
翻新"
英文,法文,who wants to be the first,qui veut être le premier
法文,英文,"Aubergiste, à boire ou je tue le chien !","Innkeeper, drink or I kill the dog!"
英文,法文,did you finish your work today?,avez-vous fini votre travail aujourd'hui?
英文,法文,did you finish your lunch box?,as-tu fini ta boîte à lunch?
英文,法文,Thank you for your cooperation these days.,Merci pour votre coopération ces jours-ci.
英文,法文,This is totally against my knowledge.,C'est totalement contre ma connaissance.
法文,英文,J'ai tourné et tourné toute la nuit.,I tossed and turned all night.
法文,中文 (繁體),J'ai tourné et tourné toute la nuit.,我整夜輾轉反側。
法文,英文,"Je ne fais pas partie du groupe d'élite.
",I am not part of the elite group.
英文,中文 (繁體),I should not have excuses for overlooking this.I put focus on matrix lot which has 0% and many urgent cases running in parallel.Those spread out my focus on TTR phase 2 pararation. The good thing is we have peer review and PRB meeting.,我不應該有任何藉口忽略這一點。我把重點放在矩陣批次上，它有 0% 和許多並行運行的緊急案例。這些分散了我對 TTR 階段 2 參數的關注。 好消息是我們有同行評審和 PRB 會議。
法文,英文,Soyez plus chic avec un cadeau.comme je voudrais voir vetre visage ravi.,Be smarter with a gift. How I would like to see your delighted face.
英文,法文,is it true?,est-ce vrai?
英文,法文,where is it,où est-il
英文,法文,could i talk to you for 5 mins?,Puis-je te parler 5 minutes ?
英文,法文,can i talk to you for 5 mins?,puis-je te parler 5 minutes ?
英文,法文,can i help you?,puis-je vous aider?
英文,法文,"“History, however, does not forgive sidesteps; if you seek to take back what’s yours, there is only one way to go – forward.”","« L'histoire, cependant, ne pardonne pas les pas de côté ; si vous cherchez à reprendre ce qui vous appartient, il n'y a qu'une seule façon d'aller de l'avant."
法文,英文,"C'est de l'agitation pour rien, pourquoi ne pas passer le temps plus significatif","It's hustle for nothing, why not make the time more meaningful"
英文,法文,"It ' s all fussing about nothing , why not spend the time more meaningful","Tout s'agite pour rien , pourquoi ne pas passer le temps plus significatif"
英文,法文,he has more money than all of us,il a plus d'argent que nous tous
英文,法文,we are Taiwanese therefore we speak Taiwanese,nous sommes taïwanais donc nous parlons taïwanais
英文,法文,Don't spend too much time on social media and learn as much and as fast as you can,Ne passez pas trop de temps sur les réseaux sociaux et apprenez autant et aussi vite que vous le pouvez
英文,法文,one more time,Encore une fois
法文,英文,tu vas faire un tour,you're going for a ride
英文,法文,there are many challenges this year. And i am looking forward to learn something new.,il y a beaucoup de défis cette année.  Et je suis impatient d'apprendre quelque chose de nouveau.
英文,法文,"I cannot speak chinese, can you speak french?","Je ne parle pas chinois, parlez-vous français ?"
英文,法文,"Excuse me, can you speak french or english? i cannot understand chinese. ","Excusez-moi, pouvez-vous parler français ou anglais ?  je ne comprends pas le chinois."
英文,法文,"Excuse me, can you speak french or english? ","Excusez-moi, pouvez-vous parler français ou anglais ?"
法文,英文,Avec quoi es-tu occupé,what are you busy with
英文,法文,any plan for weekend?,un plan pour le week-end?
法文,英文,"
Il commencera ses cours le 15 septembre. (et non : débutera)

Ses cours débuteront le 15 septembre. (complément circonstanciel)
","He will start his classes on September 15.  (not: will begin)

 His classes will start on September 15.  (completely circumstantial)"
英文,法文,My telephone is broken.,Mon téléphone est cassé.
英文,法文,How to invest in times of inflation,Comment investir en période d'inflation
英文,法文,most trivia,la plupart des anecdotes
英文,法文,not yet,pas encore
法文,英文,"
Il commencera ses cours le 15 septembre. (et non : débutera)

Ses cours débuteront le 15 septembre. (complément circonstanciel)
","He will start his classes on September 15.  (not: will begin)

 His classes will begin on September 15.  (completely circumstantial)"
英文,中文 (簡體),筆記本 記事本,筆記本 記事本
英文,法文,Why is this story coming out now?,Pourquoi cette histoire sort-elle maintenant ?
法文,英文,Wallstreetbets Les actions sont en baisse mercredi avant le marché.,Wallstreetbets Stocks are down Wednesday before market.
法文,英文,Trouver une raison de commencer à faire de l'exercice dès maintenant.,Find a reason to start exercising now.
英文,法文,There is no turning back,Il n'y a pas de retour en arrière
英文,法文,there are many challenges this year,il y a beaucoup de défis cette année
法文,英文,Se mettre au sport - Entraînement à la maison spécial débutant,Getting into sport - Special beginner home workout
英文,法文,Reverse causation,Causalité inverse
法文,英文,Nous pouvons le faire et nous sommes prêts à démarrer.,We can do it and we are ready to go.
法文,英文,Le projet devrait démarrer en juillet 2009,The project should start in July 2009
英文,法文,I am very grateful to you for responding so quickly.,Je vous suis très reconnaissant d'avoir répondu aussi rapidement.
英文,法文,"Due to my religious beliefs, I cannot drink alcohol.","En raison de mes croyances religieuses, je ne peux pas boire d'alcool."
法文,英文,de quoi parlez-vous,what are you talking about
法文,英文,c'est désolant,it's sad
英文,法文,it is very light,c'est très léger
英文,法文,it is very heavy,c'est très lourd
英文,法文,please eat it after dinner.,"s'il vous plaît, mangez-le après le dîner."
英文,法文,take it easy my love,calme toi mon amour
英文,法文,there are many challenges this year. And i am looking forward to learn something new.,il y a beaucoup de défis cette année. Et je suis impatient d'apprendre quelque chose de nouveau.
法文,英文,"
Il commencera ses cours le 15 septembre. (et non : débutera)

Ses cours débuteront le 15 septembre. (complément circonstanciel)
","He will start his classes on September 15. (not: will begin)

His classes will begin on September 15. (completely circumstantial)"
英文,法文,you don't know the stock is going down.,vous ne savez pas que le stock est en baisse.
法文,英文,à quoi occupes-tu,what are you doing
英文,法文,i need to send my daughter to kindergarten,je dois envoyer ma fille à la maternelle
英文,法文,are you going to eat lunch box?,allez-vous manger une boîte à lunch?
法文,英文,je vois que tu es occupé,I see that you are busy
英文,法文,"Excuse me, can you speak french or english? i cannot understand chinese. ","Excusez-moi, pouvez-vous parler français ou anglais? Je ne peux pas comprendre le chinois."
英文,法文,"Excuse me, can you speak french or english? ","Excusez-moi, pouvez-vous parler français ou anglais?"
英文,法文,any plan for weekend?,un plan pour le week-end ?
法文,英文,Avec quoi es-tu occupé,What are you busy with
英文,法文,"I cannot speak chinese, can you speak french?","Je ne peux pas parler chinois, pouvez-vous parler français ?"
法文,英文,tu vas faire un tour,you are going for a walk
英文,法文,i don't believe i cannot make it.,je ne crois pas que je ne peux pas le faire.
英文,法文,i can't believe i cannot make it.,je ne peux pas croire que je ne peux pas le faire.
英文,法文,all you have to do is read as much as possible and do what they say.,tout ce que vous avez à faire est de lire autant que possible et de faire ce qu'ils disent.
英文,法文,it is dangerous not to wear a mask in public places.,il est dangereux de ne pas porter de masque dans les lieux publics.
英文,法文,are you very busy?,êtes-vous très occupé?
英文,法文,it's dangerous to run in the corner.,c'est dangereux de courir dans le coin.
英文,法文,it is dangerous,c'est dangereux
法文,英文,"Super bonne idée, très parlante !
","Super good idea, very meaningful!"
英文,法文,"That's it, if there is anything you don't understand, please let me know. Thank you for your cooperation and guidance.","Voilà, s'il y a quelque chose que vous ne comprenez pas, faites-le moi savoir. Merci pour votre coopération et vos conseils."
英文,法文,it's time to visit again,il est temps de visiter à nouveau
英文,法文,it's too bad,c'est dommage
英文,法文,It is very pity,c'est bien dommage
英文,法文,i didn't make it.,je n'y suis pas parvenu.
英文,法文,i didn't do it.,je ne l'ai pas fait.
英文,法文,i didn't kill it.,je ne l'ai pas tué.
英文,法文,I don't understand what you are talking about.,Je ne comprends pas de quoi vous parlez.
英文,法文,Which part do you like most in Taiwan?,Quelle partie aimez-vous le plus à Taïwan ?
英文,法文,What is your favorite food?,Quel est votre plat préféré?
英文,法文,"you need to have a good daily habit, like getting up early and eating less junk food.","vous devez avoir une bonne habitude quotidienne, comme vous lever tôt et manger moins de malbouffe."
英文,法文,i practice french every day since 2020. it is very interesting to learn a new language.,je pratique le français tous les jours depuis 2020. c'est très intéressant d'apprendre une nouvelle langue.
英文,法文,i practice french evey day since 2020.,je pratique le français tous les jours depuis 2020.
英文,法文,sit down. stand up. get up,s'asseoir. se lever. se lever
英文,法文,it is very boring to sit there without doing anything.,c'est très ennuyeux de s'asseoir là sans rien faire.
英文,法文,i don't know. i don't remember.,je ne sais pas.  je ne me souviens pas.
英文,法文,i haven't start yet.,je n'ai pas encore commencé.
英文,法文,when do you plan to retire,quand comptez-vous prendre votre retraite
英文,法文,i don't remember any more,je ne me souviens plus
英文,法文,what is your opinion?,quel est ton opinion?
英文,法文,i haven't finished yet.,je n'ai pas encore fini.
英文,法文,It is cold this morning. it's going to be cold tonight. it's a good idea to wear a coat when you go out.,Il fait froid ce matin. il va faire froid ce soir. c'est une bonne idée de porter un manteau lorsque vous sortez.
英文,法文,It is cold this morning. it's going to be cold tonight. it's a good idea to bring a coat when you go out.,Il fait froid ce matin. il va faire froid ce soir. c'est une bonne idée d'apporter un manteau lorsque vous sortez.
英文,法文,i want to improve my work efficiency so that i can spend more time with my family.,je veux améliorer mon efficacité de travail afin que je puisse passer plus de temps avec ma famille.
英文,法文,I also want financial freedom so I can travel the world.,Je veux aussi la liberté financière pour pouvoir parcourir le monde.
英文,法文,I want the financial freedom to spend more time enjoying life with my family.,Je veux avoir la liberté financière pour passer plus de temps à profiter de la vie avec ma famille.
中文 (簡體),英文,候選人發表政見,Candidates’ political views
